Area_sqft,Bedrooms_BHK,Age_of_house,Floors,Distance_to_city_center_km,Property_tax_value,Location,House_type,Facing_direction,Furnishing,Nearby_schools_rating,Crime_rate,Parking_available,Road_width_ft,Amenities,Nearby_hospital_distance_km,Nearby_main_road_distance_km,Nearby_bus_stop_distance_km,Nearby_metro_distance_km,Traffic_density,Pollution_index,Demand_index,Appreciation_rate,Competitor_properties_nearby,Loan_amount,Loan_approved,Down_payment,Monthly_EMI,Household_income,Seller_type,Renovation_required,Condition_rating,Construction_material,Water_supply_type,Electricity_backup,Price_range_class,Sold
1416,5,10,1,8.89,8198,Kolkata,Studio,East,Fully Furnished,4.9,9.9,No,99,"Lift,Garden,Playground",13.77,2.06,3.01,3.53,5,132.9,3.51,3.79,12,1223502,0,1842491,34116,36386,Owner,0,2,Brick,Municipal,Yes,0,1
2462,3,16,2,27.83,24415,Chennai,Studio,East,Fully Furnished,1.2,4.1,Yes,48,"Garden,Clubhouse,Security",11.11,3.83,0.17,7.21,6,190,5.21,9.42,2,1288049,1,1976059,83445,123589,Agent,0,3,Brick,Both,No,1,0
1238,5,32,3,10.16,23724,Delhi,Duplex,East,Unfurnished,3.2,2,Yes,76,"Playground,Security",12.49,6.63,1.49,6.25,9.8,97.2,4.35,11.31,8,2759619,1,1228999,7738,402972,Owner,0,4,Concrete,Both,No,0,1
2037,1,10,1,37.77,10283,Delhi,Studio,North,Unfurnished,4.4,5,Yes,93,"Gym,Clubhouse,Lift",2.6,2.99,1.06,2.77,5.9,190.2,2.46,2.85,13,3189902,1,1086806,140804,378817,Builder,1,3,Mixed,Municipal,Yes,1,0
4721,3,38,4,15.02,13849,Kolkata,Apartment,East,Semi Furnished,3.5,2.2,No,90,"Gym,Lift,Clubhouse,Garden",6.91,2.04,3.65,5.44,1.1,132.2,7.36,4.74,12,2433898,1,1519565,30896,499198,Owner,0,2,Brick,Municipal,Yes,2,1
3896,2,7,3,26.75,28679,Mumbai,Independent House,South,Semi Furnished,3.3,6.5,No,56,"Playground,Security,Clubhouse,Gym",14.56,1.83,3.74,2.42,7.5,54.5,2.82,3.7,4,1064279,0,1085020,183840,411874,Owner,1,4,Concrete,Borewell,Yes,2,0
2213,1,3,4,14.14,26515,Kolkata,Independent House,West,Fully Furnished,3.9,1.2,No,37,"Security,Gym,Playground,Clubhouse",1.89,2.23,3.83,2.54,1.3,78.3,9.89,9.28,4,4653350,0,1929635,68258,203510,Owner,1,2,Brick,Both,Yes,1,1
3879,4,35,3,32.39,28541,Pune,Apartment,North,Semi Furnished,2.2,6,No,10,"Pool,Gym,Lift",6.53,3.17,4.88,5.55,2.7,116.9,9.38,1.17,9,789243,1,1923521,101225,249651,Builder,1,3,Concrete,Both,No,2,1
1851,2,18,2,35.93,14348,Delhi,Villa,West,Unfurnished,2.6,7.2,No,45,"Pool,Clubhouse,Lift",14.45,6.12,3.09,4.39,3.2,38.1,9.75,6.72,4,1858811,1,513387,143046,272236,Owner,0,4,Concrete,Both,Yes,1,0
2713,5,23,1,31.62,12356,Kolkata,Independent House,North,Unfurnished,1.3,1.7,No,98,"Garden,Lift,Security,Pool",9,2.27,4.24,0.16,6.9,144.9,6.24,8.88,12,4576434,0,1920889,158129,158669,Owner,0,3,Mixed,Both,Yes,1,0
1914,2,40,2,34.02,18973,Kolkata,Apartment,North,Unfurnished,1,2.3,Yes,59,"Lift,Clubhouse,Gym",0.92,1.98,3.03,6.58,8.3,134.4,2.03,11.57,3,898946,0,958105,123039,310093,Builder,0,3,Brick,Borewell,No,1,1
1631,4,48,1,4.52,28656,Chennai,Villa,South,Fully Furnished,2.1,8,No,94,"Clubhouse,Garden,Playground",12.86,4.06,2.06,0.9,4.6,122.5,9.75,2.32,9,2589388,0,1688837,6885,208748,Builder,1,2,Concrete,Municipal,No,1,0
2045,2,17,3,37,22022,Kolkata,Independent House,West,Semi Furnished,4.3,4.8,Yes,86,"Lift,Pool,Gym,Clubhouse",5.18,4.18,3.97,5.14,5.2,140.4,2.68,7.39,1,3811791,1,576757,44805,310937,Builder,1,2,Mixed,Borewell,Yes,1,1
3399,1,32,2,25.16,21698,Pune,Apartment,West,Unfurnished,3.4,1.8,No,48,"Pool,Garden,Security,Gym",1.02,3.18,2.25,5.12,7.6,186.7,6.96,10.94,6,872059,1,1610015,150476,475963,Owner,0,1,Concrete,Municipal,Yes,2,0
3840,2,45,1,34.83,19169,Chennai,Independent House,North,Fully Furnished,1.6,8.8,Yes,59,"Clubhouse,Playground,Lift,Security",12.55,1.42,4.75,2.16,8.8,55.4,1.04,7,7,2134134,0,90173,187861,216140,Agent,1,1,Mixed,Municipal,No,2,1
4456,3,35,3,27.54,26459,Mumbai,Independent House,South,Fully Furnished,2.7,7.6,Yes,32,"Security,Lift,Gym,Pool",11.31,1.42,0.2,0.15,9.4,181,8.29,3.58,10,2024919,1,1872745,61417,401631,Owner,0,2,Brick,Borewell,No,2,0
705,4,9,2,8.47,15385,Chennai,Independent House,South,Semi Furnished,1.1,2.7,Yes,62,"Lift,Pool,Playground,Gym",8.2,3.69,3.2,5.57,1.3,27.7,5.74,3.84,3,2927225,1,1860263,196048,173275,Agent,1,2,Concrete,Municipal,Yes,0,1
3936,2,13,2,24.58,14308,Delhi,Duplex,North,Unfurnished,4.2,4.1,No,15,"Pool,Clubhouse,Gym",5.77,2.07,4.79,7.92,9.1,140.9,3.44,5.33,11,4920534,0,1437416,171207,120629,Owner,1,4,Brick,Municipal,Yes,2,0
2123,4,6,2,4.09,12080,Mumbai,Villa,West,Fully Furnished,2.8,6.1,Yes,92,"Pool,Clubhouse,Garden",11.5,1.16,1.74,4.47,7.2,148,2.06,5.25,13,201093,0,1344748,113509,375900,Agent,0,2,Concrete,Municipal,No,1,0
2089,1,11,2,27.98,6045,Pune,Independent House,North,Fully Furnished,2.1,1.2,No,19,"Garden,Lift,Pool",9.17,0.28,0.76,7.18,2.8,87.3,7.9,6.82,9,3653299,1,270307,162144,491604,Owner,0,1,Brick,Borewell,Yes,1,0
1917,3,21,4,16.66,22168,Kolkata,Apartment,North,Unfurnished,4.1,5.4,No,25,"Lift,Gym,Garden",3.91,1.03,1.5,6.31,9.5,188.3,1.29,13.28,9,1042550,0,264716,76240,231803,Owner,1,3,Concrete,Borewell,Yes,1,0
5887,5,26,3,6.49,19561,Delhi,Duplex,North,Fully Furnished,4.9,4.1,No,86,"Clubhouse,Playground,Garden",13.26,5.83,0.5,3.73,2.4,53.8,6.91,6.79,2,1596293,1,435599,195884,499482,Agent,1,3,Brick,Both,No,2,0
4317,2,47,4,39.18,3277,Chennai,Studio,South,Fully Furnished,2.6,9.3,Yes,31,"Clubhouse,Garden,Lift,Security",8.24,1.18,1.77,4.39,4.4,180.8,9.36,11.92,5,122365,0,1910336,80111,492589,Builder,1,2,Concrete,Borewell,Yes,2,0
819,1,36,3,36.09,4965,Chennai,Studio,North,Semi Furnished,4.1,3,No,75,"Security,Lift,Gym",12.94,0.12,3.51,5.48,5.1,70.4,5,3.74,5,1189527,1,1862423,115778,430272,Builder,1,1,Brick,Municipal,Yes,0,1
3336,4,10,3,35.79,10493,Hyderabad,Villa,North,Semi Furnished,2.3,4.6,Yes,51,"Lift,Pool,Security",1.7,2.8,4.03,6.13,5.1,134.9,2.99,13.37,3,3701320,0,141582,35712,203662,Builder,0,1,Brick,Municipal,No,2,0
4262,4,35,3,31.66,4344,Bhubaneswar,Apartment,East,Semi Furnished,4,2.5,No,99,"Playground,Clubhouse,Security",3.82,6.5,2.96,1.67,8.4,64.1,1.57,10.71,11,1635084,0,1941010,87099,66298,Owner,1,3,Brick,Borewell,No,2,1
4629,1,12,1,27.83,9658,Pune,Duplex,South,Semi Furnished,4.9,2.2,Yes,14,"Pool,Garden,Playground",5.05,3.7,3.62,2.97,8.6,168.7,3.35,10.81,4,1550544,1,123706,142577,190525,Builder,0,4,Brick,Borewell,Yes,2,1
1850,2,31,3,26.38,15060,Pune,Apartment,South,Semi Furnished,3.6,3.5,Yes,46,"Playground,Lift,Garden,Clubhouse",12.76,0.17,0.35,5.53,1.3,45.7,5.75,1.55,3,3404420,0,649897,90259,218265,Agent,1,3,Mixed,Municipal,No,1,1
3496,5,7,2,4.69,7163,Kolkata,Duplex,East,Unfurnished,2,8.3,No,95,"Garden,Lift,Gym",13.14,4.99,1.06,3.48,9,127.9,9.03,10.31,11,1859794,1,435425,145078,114708,Owner,1,2,Concrete,Borewell,Yes,2,0
3661,2,6,4,36.07,21599,Bangalore,Duplex,North,Fully Furnished,3.8,4.4,Yes,60,"Playground,Security,Gym",11.68,2.86,1.99,4.44,6.1,184.1,7.29,1.34,14,1877339,0,42264,186458,347348,Agent,0,4,Concrete,Municipal,No,2,0
1564,3,42,2,35.3,29891,Bhubaneswar,Studio,South,Unfurnished,4.4,2.7,Yes,91,"Clubhouse,Security,Pool",8.95,5.4,4.34,5.84,8.2,38.3,7.39,8.08,3,522747,1,1701367,22418,326632,Owner,1,2,Concrete,Borewell,Yes,1,0
2269,2,42,2,30.04,10187,Mumbai,Villa,East,Unfurnished,2.6,1.2,Yes,28,"Clubhouse,Lift,Garden",7.1,4.22,1.66,0.67,6.6,194.1,5.17,6.07,3,4989991,1,1159636,190840,453547,Agent,0,3,Concrete,Municipal,No,1,0
2219,3,16,4,37.13,14706,Delhi,Villa,North,Semi Furnished,3.5,5.9,Yes,13,"Garden,Pool,Playground",1.87,1.06,0.37,7.6,2.4,99.9,9.04,5.1,13,2015878,0,1417725,89571,215597,Owner,1,4,Mixed,Both,Yes,1,0
3105,4,21,2,22.35,18445,Bangalore,Apartment,South,Unfurnished,2,5.5,Yes,81,"Gym,Garden,Security,Pool",10.01,3.36,1.15,6.17,8.6,32.6,8.78,8.94,12,425150,0,1894389,176527,435298,Owner,1,4,Mixed,Both,Yes,2,0
3915,3,45,1,18.18,2857,Bhubaneswar,Duplex,South,Fully Furnished,2.8,2.9,Yes,36,"Garden,Gym,Clubhouse",12.61,3.93,3.81,2.62,9.1,197.4,3.24,9.79,0,1953498,0,1831841,15177,145602,Owner,1,4,Brick,Municipal,Yes,2,0
1742,5,33,2,38.73,27113,Mumbai,Duplex,North,Unfurnished,1.7,4.3,Yes,64,"Pool,Security,Playground,Gym",12.96,3.55,3.92,7.47,5.3,117.7,5.6,14.98,4,810130,1,299097,144404,85139,Owner,1,3,Mixed,Borewell,Yes,1,1
5960,1,19,2,18.83,19724,Chennai,Independent House,North,Unfurnished,4.3,3.6,No,16,"Gym,Lift",3.99,5.53,3.02,2.45,9.3,92.3,2.71,1.66,1,1814153,1,758673,38148,128346,Builder,0,3,Mixed,Municipal,Yes,2,1
2626,3,7,4,25.83,23938,Bhubaneswar,Villa,East,Semi Furnished,1.4,7.4,Yes,70,"Lift,Gym,Clubhouse,Garden",9.01,5.96,4.95,7.93,8.1,159.1,5.18,2.11,2,2645156,1,202737,91711,235742,Owner,0,1,Brick,Borewell,No,1,1
1479,2,21,2,15.24,14983,Delhi,Duplex,North,Unfurnished,1.2,4.3,Yes,77,"Lift,Clubhouse",14.18,4.7,3.25,3.85,7,25,9.21,1.37,4,503245,0,1157186,122971,333672,Agent,1,4,Mixed,Both,Yes,0,1
5674,3,26,4,25.63,27393,Bangalore,Apartment,East,Unfurnished,3.1,5.2,No,35,"Gym,Security,Playground,Pool",12.88,0.36,1.27,3.7,5.8,129.1,7.09,8.04,7,3108768,0,629284,37571,369205,Owner,0,2,Mixed,Both,Yes,2,1
4606,4,33,3,28.94,29683,Hyderabad,Studio,North,Semi Furnished,3.3,9.9,No,68,"Garden,Playground,Clubhouse",2.78,2.53,3.04,4.64,7.8,133.7,1.93,1.31,11,1859524,0,471174,62270,410813,Builder,0,3,Concrete,Borewell,No,2,0
4963,3,20,3,25.17,23399,Pune,Studio,South,Fully Furnished,4.7,9.1,No,86,"Pool,Lift,Clubhouse",6.19,2.65,0.33,7.49,6.9,132.1,7.35,7.07,14,2031501,0,1619554,178908,160054,Owner,0,3,Concrete,Municipal,No,2,1
3179,5,14,1,20.83,19358,Bangalore,Villa,East,Semi Furnished,1.8,6.9,Yes,84,"Clubhouse,Garden,Security",1.92,1.64,3.34,7.87,3.5,122.8,8.9,13.27,14,2986967,0,1653191,141453,21047,Agent,1,2,Concrete,Borewell,Yes,2,0
2928,3,4,4,12.35,6637,Hyderabad,Villa,East,Semi Furnished,4.1,5.3,No,48,"Gym,Lift,Garden",12.58,3.05,4.7,1.85,8.5,86.6,7.02,14.86,11,750408,0,153061,170954,153766,Agent,1,4,Brick,Borewell,Yes,1,1
1213,5,37,4,25.93,22036,Bhubaneswar,Independent House,West,Unfurnished,3.6,4.2,No,43,"Security,Pool",9.3,1.4,3.31,1.92,5.8,168.3,1.32,12.86,7,2344430,0,1599642,12912,283411,Agent,1,1,Mixed,Borewell,No,0,1
5768,2,16,4,36.38,21687,Hyderabad,Villa,South,Semi Furnished,4,9.5,No,34,"Pool,Lift,Playground,Garden",10.66,5.31,3.21,3.28,4.8,175.3,1.21,6.34,13,3262841,1,631958,95437,479433,Agent,0,4,Concrete,Both,Yes,2,0
5489,4,7,1,0.77,20095,Mumbai,Duplex,North,Semi Furnished,1.6,9.2,Yes,94,"Security,Clubhouse,Gym,Lift",2.89,5.86,2.93,6.65,9.8,43.6,1.07,7.46,9,3725862,1,1442046,126785,218748,Builder,0,1,Brick,Both,Yes,2,1
2431,1,18,1,5.79,19173,Kolkata,Duplex,East,Fully Furnished,2.8,2.5,No,45,"Garden,Playground,Lift",11.02,6.55,3.32,5.08,7.9,158.9,8.11,3.13,6,959336,0,687425,146036,24325,Owner,1,4,Concrete,Borewell,Yes,1,0
722,2,4,2,5.23,28656,Delhi,Duplex,West,Unfurnished,2.4,3.3,Yes,75,"Garden,Pool",3.77,0.2,4.5,1.21,9.3,173.4,7.66,3.58,9,1463854,1,869415,106552,179437,Owner,1,3,Concrete,Borewell,Yes,0,0
3369,2,22,4,36.97,2580,Chennai,Duplex,North,Fully Furnished,3.8,4.5,No,98,"Lift,Garden",14.61,3.82,0.31,4.24,7.2,171.1,2.51,13.01,14,3070483,0,1765132,112726,363969,Agent,1,3,Concrete,Borewell,No,2,0
1303,1,18,1,26.68,28617,Delhi,Independent House,South,Fully Furnished,3.4,5.1,No,74,"Garden,Clubhouse",13.19,1.54,0.33,6.71,1.5,77.1,8.07,1.25,14,2853680,1,1708310,19831,460195,Agent,0,2,Mixed,Borewell,Yes,0,1
1941,3,13,3,38.1,10543,Chennai,Villa,East,Semi Furnished,4.9,5.9,No,15,"Lift,Pool",0.73,3.76,0.28,0.3,3.6,67.7,2.75,14.92,3,3430040,0,1348201,82700,269654,Agent,1,4,Concrete,Borewell,Yes,1,0
3903,3,9,3,23.52,4302,Bangalore,Villa,West,Fully Furnished,1.6,1.3,Yes,22,"Pool,Lift",10.27,0.59,4.88,3.51,5.3,85.2,9.22,5.45,1,210868,0,900983,14633,475314,Agent,0,1,Concrete,Borewell,No,2,0
3053,3,30,4,18.74,3073,Hyderabad,Villa,West,Fully Furnished,2.9,1.6,Yes,26,"Clubhouse,Playground,Pool",5.39,5.38,0.19,1.03,4.2,85.3,4.44,7.15,7,3841185,0,1445364,72522,324359,Builder,0,3,Brick,Municipal,Yes,2,0
2876,4,12,3,31.8,12223,Mumbai,Independent House,West,Semi Furnished,3.8,5.2,No,89,"Playground,Clubhouse,Security,Lift",10.43,2.13,1.53,3.83,1.7,110.1,1.08,3.87,2,4167881,1,1169380,181286,335741,Owner,1,1,Mixed,Both,No,1,1
3740,2,21,2,6.86,23757,Chennai,Independent House,East,Semi Furnished,2.5,9.3,No,47,"Security,Clubhouse,Playground,Garden",3.06,4.01,4.68,0.38,4.4,31.3,9.82,2.58,2,1096964,1,571333,170494,43958,Builder,0,3,Brick,Borewell,No,2,1
4643,5,36,2,15.56,9561,Pune,Duplex,South,Unfurnished,4.7,7.7,No,95,"Gym,Garden,Security",4.46,5.6,4.52,4.29,9.4,113.3,9.94,9.28,5,2541695,0,900415,133044,466933,Owner,1,4,Mixed,Municipal,No,2,0
1541,1,38,4,18.92,14560,Bangalore,Independent House,North,Semi Furnished,4.4,5.9,No,52,"Garden,Playground,Gym",1.17,3.1,0.65,7.55,3.9,102.1,9.93,11.87,13,1657697,0,811003,92650,386827,Agent,1,1,Brick,Both,No,1,0
1249,2,9,1,12.29,20266,Bangalore,Independent House,North,Semi Furnished,4.5,1.3,Yes,50,"Security,Playground,Clubhouse",5.84,6.95,3.76,2.83,5.8,46.7,1.84,5.3,8,2519320,1,75522,165150,361946,Agent,1,2,Concrete,Municipal,Yes,0,0
766,3,30,1,15.17,6345,Hyderabad,Apartment,West,Semi Furnished,3.4,1.6,No,80,"Pool,Gym,Lift",9.25,5.66,3.68,2.53,9.7,116.8,1.62,13.32,13,2478003,0,21609,101549,68843,Agent,1,2,Mixed,Borewell,No,0,1
3297,1,42,1,3.59,19644,Chennai,Duplex,North,Unfurnished,2.9,6.7,Yes,11,"Clubhouse,Playground",13.08,3.02,3.48,6.57,4,132.3,5.06,11.72,2,4542480,1,1885671,183004,416251,Owner,1,1,Brick,Municipal,Yes,2,1
1489,5,34,1,8.32,9047,Bhubaneswar,Duplex,South,Fully Furnished,2.5,2.7,No,10,"Gym,Pool,Security",3.56,4.96,4.11,1.71,3.5,77.6,3.55,1.67,5,3740036,1,168591,75234,20363,Owner,1,4,Mixed,Borewell,No,0,1
4441,2,12,4,13.75,2231,Delhi,Apartment,West,Semi Furnished,1.5,6.2,No,28,"Security,Pool,Lift",13.24,4.72,3.81,3.06,5.1,62.6,5.73,9.25,9,4223122,1,1180027,63779,262669,Builder,1,1,Mixed,Both,No,2,0
2438,2,29,2,31.94,16763,Kolkata,Villa,South,Unfurnished,4.8,5.1,Yes,25,"Pool,Playground,Clubhouse,Garden",12.15,0.4,4.72,7.69,9.2,22,7.92,6.18,10,1058975,0,212000,119748,469677,Owner,0,1,Brick,Both,Yes,1,0
3260,4,33,4,7.71,11148,Kolkata,Apartment,South,Semi Furnished,2.1,2.7,No,43,"Garden,Gym",9.9,2.66,4.8,5.28,6.5,111.7,1.54,12.13,8,634865,0,1348339,8206,237936,Agent,1,1,Brick,Borewell,No,2,0
4670,2,35,4,14.19,6729,Bangalore,Apartment,East,Fully Furnished,4.2,5.2,Yes,81,"Pool,Security,Clubhouse,Gym",12.98,3.73,1.87,5.46,3.9,28.9,1.5,3.38,10,4554535,1,422927,195015,222184,Builder,0,1,Mixed,Municipal,No,2,1
2254,2,34,3,3.06,28757,Mumbai,Apartment,East,Fully Furnished,1,9,No,99,"Lift,Security,Playground",5.23,2.96,0.76,4.59,8.1,111.1,3.84,8.2,5,2433080,0,1972976,9735,452326,Agent,1,2,Brick,Borewell,Yes,1,1
5083,5,46,2,22.51,11286,Hyderabad,Independent House,North,Semi Furnished,2.5,3,No,20,"Lift,Clubhouse",14.16,1.36,4.75,0.7,6,158.1,3.69,9.4,9,769982,0,1484081,47198,495316,Owner,1,3,Mixed,Borewell,No,2,1
894,5,3,1,24.64,14121,Mumbai,Apartment,West,Semi Furnished,3.3,9.6,No,83,"Gym,Playground",3.1,4.66,1.51,5.51,5.5,167.4,9.06,14.5,0,182773,1,614369,48393,111231,Builder,1,3,Concrete,Borewell,No,0,0
5633,1,3,2,34.69,21920,Delhi,Studio,East,Unfurnished,2.3,3.1,Yes,77,"Gym,Pool,Garden,Lift",8.89,6.92,0.11,6.47,6,24.3,5.02,12.44,12,3575055,1,163289,47755,81167,Builder,0,1,Concrete,Borewell,No,2,1
3582,3,46,3,32.86,21876,Kolkata,Apartment,North,Fully Furnished,1.8,5.1,Yes,60,"Garden,Playground",7.27,2.45,0.66,5.85,9.9,93.1,1.65,6.46,1,715367,1,1323724,156109,340938,Builder,1,2,Brick,Municipal,No,2,1
2184,5,5,4,11.77,29957,Chennai,Villa,West,Semi Furnished,1.3,7.5,No,58,"Clubhouse,Security,Pool,Playground",11.38,6.72,2.93,1,6.3,146.4,2.6,1.81,12,4066087,0,557209,134484,317442,Agent,1,3,Mixed,Municipal,No,1,1
3910,1,27,2,5.91,23503,Bangalore,Villa,South,Semi Furnished,5,8,No,32,"Garden,Clubhouse",5.56,5.32,1.46,4.29,8.3,46,3.76,12.14,2,884910,0,1729243,99222,267334,Builder,0,3,Brick,Borewell,Yes,2,1
4186,2,29,3,6.67,19686,Chennai,Villa,South,Semi Furnished,4.5,3.8,Yes,11,"Clubhouse,Playground",13.83,2.36,2.6,1.22,4,105.5,7.8,6.82,8,3598149,1,1064800,48723,382501,Builder,1,4,Brick,Municipal,No,2,1
5666,1,26,4,38.77,6314,Mumbai,Apartment,East,Semi Furnished,2.2,1.1,No,41,"Gym,Pool,Security,Garden",1.9,3,3.81,5.87,1.8,152,7.89,2.02,13,1362028,0,1538167,129288,439454,Agent,0,3,Concrete,Both,No,2,1
4530,1,4,1,27.09,27272,Chennai,Duplex,South,Unfurnished,1.1,6.6,No,63,"Clubhouse,Playground",9.39,4.43,0.94,7.79,7.7,45.6,6.61,9.19,9,1455852,1,1857659,32556,410560,Agent,1,4,Concrete,Municipal,Yes,2,1
1398,1,43,2,2.18,18690,Chennai,Villa,North,Unfurnished,3.2,3.9,No,29,"Garden,Lift,Clubhouse",1.57,5.26,0.11,4.06,3.3,146.3,3.1,7.31,8,3057497,0,342538,123464,468410,Builder,1,4,Mixed,Both,Yes,0,0
5828,1,38,1,5.9,12215,Pune,Apartment,West,Fully Furnished,2.3,5.7,Yes,86,"Gym,Clubhouse",14.59,5.25,3.82,1.35,8.7,195.6,2.53,6.2,11,2268112,1,147555,126839,176158,Owner,1,3,Brick,Borewell,Yes,2,0
5533,5,34,1,19.69,26889,Pune,Villa,West,Fully Furnished,1.5,1.6,No,76,"Gym,Pool",3.43,4.52,3.31,3.1,8.7,61.6,7.26,3.71,3,4936458,0,396476,190952,441711,Builder,1,4,Brick,Municipal,No,2,1
4869,3,38,3,8.71,5474,Chennai,Independent House,East,Unfurnished,4.2,4.5,No,27,"Security,Playground,Lift,Garden",11.71,0.88,1.77,3.9,7.2,79.5,5,7.15,2,2669557,1,1546160,174898,139301,Agent,1,4,Brick,Municipal,No,2,0
1851,1,43,3,32.24,17258,Bangalore,Independent House,North,Fully Furnished,2.4,6.7,No,79,"Gym,Clubhouse",11.07,5.99,0.94,4.42,2.9,21.6,5.67,14.53,11,2758846,0,1944386,107079,82946,Owner,1,4,Mixed,Municipal,Yes,1,0
2151,4,14,4,23.14,24232,Bhubaneswar,Apartment,North,Unfurnished,4.9,1.7,Yes,23,"Garden,Pool,Lift",14.65,1.94,0.25,3.71,4.5,89.2,1.95,14.08,13,4613203,0,801239,37439,351788,Agent,1,2,Mixed,Municipal,No,1,0
2680,2,18,1,24.7,26039,Bangalore,Villa,West,Semi Furnished,3.8,5.3,No,77,"Playground,Lift",14.04,1.31,1.4,1.74,2.7,106.7,2.19,8.12,12,943087,0,258204,96945,27142,Builder,1,1,Brick,Municipal,No,1,0
5200,2,29,3,18.78,16104,Pune,Villa,East,Semi Furnished,4.4,4.9,No,99,"Security,Playground,Garden,Clubhouse",13.13,1.56,4.94,4.03,3.3,73.9,8.26,14.57,2,739464,0,1351446,15679,496440,Builder,1,1,Brick,Municipal,Yes,2,0
5058,2,37,3,10.61,19786,Hyderabad,Studio,East,Unfurnished,3.5,3.8,Yes,85,"Pool,Garden,Gym,Lift",9.83,0.38,1.75,7.95,2.7,141.4,8.05,11.65,8,1155752,1,1843444,191170,485989,Owner,0,4,Mixed,Municipal,Yes,2,0
3334,2,31,1,23.78,22760,Bangalore,Villa,South,Semi Furnished,3.2,9.9,Yes,70,"Security,Lift",8.06,5.18,4.02,7.07,4.7,42.3,9.04,12.5,0,4866990,0,716849,91625,167511,Builder,0,2,Brick,Borewell,Yes,2,0
4134,2,39,4,28.82,15948,Hyderabad,Duplex,North,Semi Furnished,2.7,9.8,No,47,"Garden,Gym,Lift",3.43,0.46,3.79,6.13,7.5,139.4,8.01,5.13,8,4723104,1,1138459,101114,411648,Agent,1,2,Brick,Both,Yes,2,1
3746,1,28,1,15.15,13590,Bangalore,Independent House,South,Unfurnished,1.3,5.4,No,67,"Garden,Lift,Playground",9.69,0.39,0.58,6.79,5.8,170.6,8.43,10.02,5,319424,1,329976,199769,397233,Owner,1,1,Mixed,Borewell,No,2,0
2273,3,5,4,20.45,26610,Bangalore,Villa,South,Semi Furnished,3.9,2.7,Yes,50,"Clubhouse,Gym,Pool,Garden",10.89,0.11,1.32,3.04,1.6,101.9,4.43,2.93,2,680078,0,1622617,17329,422531,Builder,0,2,Concrete,Borewell,No,1,0
4934,4,25,4,33.67,20501,Kolkata,Duplex,West,Fully Furnished,2.4,5.2,Yes,15,"Playground,Security",14.18,0.13,4.31,1.97,2.5,58.6,7.26,7.02,4,3486836,1,237145,13419,451750,Builder,0,4,Concrete,Municipal,No,2,1
4203,5,26,3,6.37,26935,Bangalore,Apartment,North,Semi Furnished,1.8,8.6,No,13,"Playground,Security",4.59,4.79,1.93,1.74,9.9,177.6,3.03,12.03,5,171087,0,46865,150203,155883,Owner,0,2,Mixed,Borewell,Yes,2,0
2379,4,34,1,22.04,24193,Pune,Independent House,North,Fully Furnished,1.5,4.1,Yes,81,"Lift,Pool",5.69,3.52,3.64,1.33,6.7,131.8,4.23,12.67,8,4775398,1,1979182,10800,169244,Builder,0,4,Brick,Both,Yes,1,0
1098,5,27,1,14.26,24414,Bangalore,Apartment,West,Unfurnished,1.3,4.1,Yes,53,"Security,Clubhouse,Garden,Pool",7.01,4.74,1.73,3.26,5,102.8,1.68,5.07,14,3210774,1,1095467,41767,135021,Agent,1,3,Brick,Both,Yes,0,0
1712,5,4,3,28.26,18791,Delhi,Villa,East,Fully Furnished,2.9,8.3,Yes,13,"Playground,Security,Lift,Garden",10.53,1.7,1.91,6.6,9.6,145.8,2.37,7.03,3,4823887,0,807747,195946,110588,Owner,0,2,Concrete,Municipal,Yes,1,1
3362,4,40,2,1.24,7680,Chennai,Apartment,South,Semi Furnished,4.3,6.7,Yes,37,"Playground,Gym",12.71,5.06,3.05,5.74,5.6,157.4,9.42,11.73,1,4645818,0,1966302,189779,67629,Owner,1,4,Brick,Municipal,No,2,0
3338,1,47,2,26.98,23059,Mumbai,Independent House,South,Fully Furnished,1.5,4.6,Yes,16,"Garden,Clubhouse,Lift",4.24,2.25,1.25,7.27,8.3,108.9,4.63,7.67,1,3269844,0,1789110,46499,456184,Builder,1,3,Mixed,Both,No,2,1
5187,2,15,1,4.56,16854,Chennai,Apartment,South,Semi Furnished,3.1,5.7,Yes,18,"Gym,Garden,Pool",8.33,3.53,2.41,2.13,5,196.4,8.36,13.5,6,3072177,1,861064,76277,317106,Owner,0,2,Brick,Borewell,Yes,2,1
2700,1,40,3,3.06,14893,Delhi,Apartment,South,Semi Furnished,2.5,6.4,No,76,"Security,Playground",4.15,6.05,3.65,6.94,9,70.5,5.3,10.06,5,3917209,1,122663,169604,164310,Agent,0,2,Brick,Municipal,No,1,1
3597,2,17,4,29.12,7503,Chennai,Apartment,North,Fully Furnished,3.2,2.5,No,62,"Garden,Clubhouse,Gym,Pool",7.23,0.55,0.17,5.15,6.3,83.6,1.7,6.84,7,4215227,1,580739,154626,23262,Owner,0,1,Mixed,Borewell,Yes,2,1
5696,3,12,4,25.79,8224,Bhubaneswar,Duplex,West,Semi Furnished,1.2,5.3,No,29,"Pool,Clubhouse",14.05,6,4.48,4.06,7.9,82.8,8.03,4.85,13,3315106,1,98989,121617,162763,Builder,0,3,Brick,Borewell,No,2,0
